hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H6170124,Y24H6170124P03,Weekday,bicycle,8,0.40924,8.0,390.792145247,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6170124,Y24H6170124P04,Weekday,bicycle,8,0.40924,8.0,632.027270809,melb - outer,greater melbourne,0.0,0,Wednesday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6170131,Y24H6170131P04,Weekday,vehicle passenger,8,2.26957,8.0,724.674138957,melb - outer,greater melbourne,0.0,0,Wednesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,35->39,400,low,C
Y24H6170308,Y24H6170308P03,Weekday,vehicle passenger,12,2.33722,12.0,1131.538592352,melb - inner,greater melbourne,0.0,0,Monday,15->19,Female,Learners Permit,0,0,No,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,2,1,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Purchased,25->29,5000,high,C
Y24H6170308,Y24H6170308P04,Weekday,vehicle passenger,8,2.55473,8.0,724.21818276,melb - inner,greater melbourne,0.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,5000,high,C
Y24H6170308,Y24H6170308P05,Weekday,vehicle passenger,33,5.7481,34.0,1514.348384459,melb - inner,greater melbourne,1.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,5000,high,C
Y24H6170319,Y24H6170319P03,Weekday,vehicle passenger,20,1.98633,20.0,391.75024632,melb - inner,greater melbourne,0.0,0,Friday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,4000,high,C
Y24H6170319,Y24H6170319P04,Weekday,vehicle passenger,20,1.98633,20.0,618.272350843,melb - inner,greater melbourne,0.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,4000,high,C
Y24H6170424,Y24H6170424P01,Weekday,vehicle driver,25,7.19463,25.0,3992.832510045,melb - inner,greater melbourne,0.0,0,Wednesday,25->29,Male,Full Licence,0,0,No,1,0,0,1,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Rented,20->24,3000,medium,C
Y24H6170432,Y24H6170432P02,Weekday,tram,35,5.488079999999999,40.0,1640.446178259,melb - inner,greater melbourne,5.0,0,Thursday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,25->29,1000,low,C
Y24H6170432,Y24H6170432P03,Weekday,bicycle,15,1.36764,15.0,503.339133673,melb - inner,greater melbourne,0.0,0,Thursday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,25->29,1000,low,C
Y24H6170440,Y24H6170440P03,Weekday,walking,20,1.34336,20.0,1779.053264457,melb - inner,greater melbourne,0.0,0,Friday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,20->24,3500,medium,C
Y24H6170440,Y24H6170440P04,Weekday,walking,20,1.34336,20.0,1779.053264457,melb - inner,greater melbourne,0.0,0,Friday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,20->24,3500,medium,C
Y24H6180101,Y24H6180101P03,Weekday,vehicle passenger,5,1.95303,5.0,1612.387079007,melb - outer,greater melbourne,0.0,0,Monday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,20->24,1750,medium,C
Y24H6180103,Y24H6180103P05,Weekday,public bus,56,13.40739,64.0,1192.08218899,melb - outer,greater melbourne,8.0,0,Wednesday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,7,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,40->44,4500,high,C
Y24H6180203,Y24H6180203P03,Weekday,vehicle passenger,3,2.25098,3.0,429.033220837,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,4000,high,C
Y24H6180203,Y24H6180203P04,Weekday,vehicle passenger,3,2.25098,3.0,367.034902159,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,4000,high,C
Y24H6180217,Y24H6180217P04,Weekday,vehicle passenger,30,13.40849,30.0,526.895420269,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,35->39,4000,high,C
Y24H6180237,Y24H6180237P03,Weekday,vehicle passenger,45,15.22057,45.0,874.834244593,melb - outer,greater melbourne,0.0,0,Tuesday,15->19,Male,Learners Permit,0,0,No,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,6,150,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Purchased,35->39,3000,medium,S
Y24H6180240,Y24H6180240P03,Weekday,vehicle passenger,2,1.09071,2.0,1335.711705964,melb - outer,greater melbourne,0.0,0,Friday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,3000,medium,S
Y24H6180240,Y24H6180240P04,Weekday,vehicle passenger,2,1.09071,2.0,1262.016125136,melb - outer,greater melbourne,0.0,0,Friday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,3000,medium,S
Y24H6180402,Y24H6180402P02,Weekday,public bus,15,4.4100600000000005,15.0,1027.165595538,melb - inner,greater melbourne,0.0,0,Tuesday,20->24,Female,Full Licence,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,13,300,No,0,0,0,0,0,0,0,No,low,2,Separate House,Being Rented,20->24,650,low,C
Y24H6180407,Y24H6180407P02,Weekend,vehicle driver,30,9.71514,30.0,1067.510671161,melb - inner,greater melbourne,0.0,0,Sunday,20->24,Female,Full Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,"Unit, Flat or Apartment",Being Rented,25->29,650,low,C
Y24H6180410,Y24H6180410P04,Weekday,vehicle passenger,50,16.63604,50.0,1128.706564994,melb - inner,greater melbourne,0.0,0,Wednesday,15->19,Female,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,35->39,800,low,C
Y24H6180515,Y24H6180515P03,Weekday,vehicle passenger,4,1.76725,4.0,700.635396333,melb - middle,greater melbourne,0.0,0,Monday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,35->39,4000,high,C
Y24H6180515,Y24H6180515P04,Weekday,vehicle passenger,4,1.76725,4.0,700.635396333,melb - middle,greater melbourne,0.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,35->39,4000,high,C
Y24H6190117,Y24H6190117P02,Weekday,school bus,28,21.41787,40.0,751.269217033,melb - outer,greater melbourne,12.0,0,Wednesday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,20->24,1250,low,S
Y24H6190117,Y24H6190117P03,Weekday,school bus,28,21.41787,40.0,834.097139048,melb - outer,greater melbourne,12.0,0,Wednesday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,20->24,1250,low,S
Y24H6190118,Y24H6190118P03,Weekday,vehicle passenger,20,12.13613,20.0,1972.830535564,melb - outer,greater melbourne,0.0,0,Thursday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Purchased,40->44,3000,medium,S
Y24H6190122,Y24H6190122P03,Weekday,school bus,30,6.20155,31.0,1108.435519201,melb - outer,greater melbourne,1.0,0,Monday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,2000,medium,S
Y24H6190122,Y24H6190122P04,Weekday,school bus,30,6.20155,31.0,1640.759785661,melb - outer,greater melbourne,1.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,2000,medium,S
Y24H6190132,Y24H6190132P03,Weekday,vehicle passenger,10,2.67093,10.0,742.377188091,melb - outer,greater melbourne,0.0,0,Thursday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,5000,high,S
Y24H6190219,Y24H6190219P03,Weekday,other,120,13.51321,120.0,1175.779140107,melb - middle,greater melbourne,0.0,0,Friday,20->24,Male,Full Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,2,400,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,40->44,1000,low,C
Y24H6190229,Y24H6190229P03,Weekday,vehicle passenger,10,3.42759,10.0,1975.719485231,melb - middle,greater melbourne,0.0,0,Monday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,25->29,2500,medium,C
Y24H6190239,Y24H6190239P03,Weekday,vehicle passenger,21,7.87259,21.0,722.519135359,melb - middle,greater melbourne,0.0,0,Thursday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,30->34,3500,medium,C
Y24H6190239,Y24H6190239P04,Weekday,vehicle passenger,15,1.82294,15.0,674.497344322,melb - middle,greater melbourne,0.0,0,Thursday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,30->34,3500,medium,C
Y24H6190304,Y24H6190304P03,Weekday,vehicle passenger,5,2.36485,5.0,256.771305727,melb - middle,greater melbourne,0.0,0,Thursday,15->19,Female,No Car Licence,0,0,Yes,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,5,1,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6190304,Y24H6190304P04,Weekday,vehicle passenger,4,2.36485,4.0,799.318794693,melb - middle,greater melbourne,0.0,0,Thursday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6190304,Y24H6190304P05,Weekday,walking,11,0.77078,11.0,1025.76131979,melb - middle,greater melbourne,0.0,0,Thursday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6190315,Y24H6190315P03,Weekday,public bus,30,10.33219,35.0,362.440803802,melb - middle,greater melbourne,5.0,0,Monday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,4000,high,C
Y24H6190315,Y24H6190315P04,Weekday,public bus,27,4.35748,32.0,1228.849337514,melb - middle,greater melbourne,5.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,4000,high,C
Y24H6190325,Y24H6190325P01,Weekday,vehicle driver,10,2.0714,10.0,331.297866142,melb - middle,greater melbourne,0.0,0,Thursday,75->79,Male,Full Licence,0,0,No,0,0,0,0,No Study,Retired,Retired,Not in Work Force,At Home,4,800,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,medium,2,Separate House,Fully Owned,75->79,1750,medium,C
Y24H6190331,Y24H6190331P03,Weekday,vehicle passenger,10,1.31744,10.0,1341.450760058,melb - middle,greater melbourne,0.0,0,Wednesday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,20->24,6000,high,C
Y24H6200116,Y24H6200116P02,Weekday,vehicle passenger,10,2.25467,10.0,927.980437585,melb - outer,greater melbourne,0.0,0,Tuesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,1,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,Separate House,Being Purchased,30->34,400,low,S
Y24H6200137,Y24H6200137P03,Weekday,train,131,86.62368,157.0,644.735436958,melb - outer,greater melbourne,26.0,0,Tuesday,20->24,Female,Learners Permit,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,10,300,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,35->39,300,low,S
Y24H6200304,Y24H6200304P02,Weekday,vehicle passenger,10,2.53524,10.0,738.9213179,melb - middle,greater melbourne,0.0,0,Thursday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,20->24,300,low,C
Y24H6200304,Y24H6200304P03,Weekday,vehicle passenger,15,5.187139999999999,20.0,817.455409923,melb - middle,greater melbourne,5.0,0,Thursday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,20->24,300,low,C
Y24H6200309,Y24H6200309P03,Weekday,vehicle passenger,30,19.97871,30.0,403.938663129,melb - middle,greater melbourne,0.0,0,Tuesday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,30->34,3500,medium,C
Y24H6200309,Y24H6200309P04,Weekday,vehicle passenger,30,19.97871,30.0,403.938663129,melb - middle,greater melbourne,0.0,0,Tuesday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,3,1,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,30->34,3500,medium,C
Y24H6200311,Y24H6200311P04,Weekday,train,50,18.819170000000003,58.0,666.739397954,melb - middle,greater melbourne,8.0,0,Thursday,20->24,Female,Green Probationary Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,10,1,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Fully Owned,30->34,3000,medium,C
Y24H6200318,Y24H6200318P04,Weekday,train,29,9.72745,36.0,387.318722142,melb - middle,greater melbourne,7.0,0,Thursday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,8,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,6000,high,C
Y24H6200331,Y24H6200331P04,Weekday,vehicle passenger,15,7.57167,15.0,457.674789561,melb - middle,greater melbourne,0.0,0,Wednesday,15->19,Female,Learners Permit,0,0,No,0,0,0,0,Secondary,Unemployed,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,35->39,3500,medium,C
Y24H6200333,Y24H6200333P04,Weekday,vehicle passenger,10,1.90514,10.0,277.792517073,melb - middle,greater melbourne,0.0,0,Friday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,35->39,300,low,C
Y24H6200336,Y24H6200336P03,Weekday,public bus,14,2.48429,22.0,425.403105409,melb - middle,greater melbourne,8.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Terrace or Townhouse,Fully Owned,25->29,150,low,C
Y24H6200336,Y24H6200336P04,Weekday,public bus,14,2.48429,22.0,841.805921237,melb - middle,greater melbourne,8.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Terrace or Townhouse,Fully Owned,25->29,150,low,C
Y24H6200336,Y24H6200336P05,Weekday,walking,5,0.1958,5.0,714.960536496,melb - middle,greater melbourne,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Terrace or Townhouse,Fully Owned,25->29,150,low,C
Y24H6200341,Y24H6200341P04,Weekend,vehicle passenger,31,13.41506,31.0,914.889641086,melb - middle,greater melbourne,0.0,0,Saturday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,30->34,4500,high,C
Y24H6200405,Y24H6200405P03,Weekday,vehicle passenger,15,19.30179,15.0,4234.422215099,melb - outer,greater melbourne,0.0,0,Friday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,10->14,4000,high,S
Y24H6200430,Y24H6200430P03,Weekday,school bus,60,37.28053,65.0,867.52269452,melb - outer,greater melbourne,5.0,0,Tuesday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Rented,25->29,4500,high,C
